fid,iid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,CDC37
NA20506,NA20506,226,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.4163580840123494,0.0
NA12058,NA12058,227,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.395289855054783,1.0
NA12286,NA12286,228,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.8058597928627801,0.0
HG00105,HG00105,229,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.3339910214294653,0.0
HG02239,HG02239,230,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0391866436963278,0.0
NA12286,NA12286,231,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.258495202513117,0.0
HG00119,HG00119,232,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.1225242341841573,0.0
HG01678,HG01678,233,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.2736193532594935,1.0
HG00105,HG00105,234,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.219677436857596,0.0
NA12058,NA12058,235,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.9199826469710576,1.0
HG00107,HG00107,236,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.6729242531451071,0.0
HG01694,HG01694,237,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.1062967079389345,1.0
HG00185,HG00185,238,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.5616097907515375,0.0
HG01632,HG01632,239,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.2578220303858183,0.0
NA20812,NA20812,240,-0.0490135,0.0341235,-0.122448,-0.121843,0.133749,-0.0561693,0.5476077722025475,0.0
NA12830,NA12830,241,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.2745716995909608,0.0
HG00337,HG00337,242,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.1629217331326552,3.0
HG00112,HG00112,243,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.1869604622342796,0.0
HG01680,HG01680,244,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.7457747554055114,0.0
HG01766,HG01766,245,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.2436224660505406,0.0
HG01615,HG01615,246,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.3693737937208609,0.0
NA12006,NA12006,247,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.4094789755617332,0.0
NA20800,NA20800,248,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.303395788062284,0.0
NA20525,NA20525,249,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.0257115792342809,1.0
HG00235,HG00235,250,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.1987560152984634,0.0
HG00128,HG00128,251,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.6119994572302467,0.0
HG00379,HG00379,252,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.947543943282513,1.0
HG01518,HG01518,253,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.2945133290950031,3.0
NA20587,NA20587,254,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.5508153847841982,0.0
NA07357,NA07357,255,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.2790580940917595,3.0
HG00350,HG00350,256,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.6935551562014098,0.0
HG00111,HG00111,257,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.3353682875743972,0.0
HG00285,HG00285,258,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.831039293346927,0.0
HG00260,HG00260,259,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3141675429971889,0.0
HG01680,HG01680,260,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.7041016351745204,0.0
HG00111,HG00111,261,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.4269077009600959,0.0
HG01632,HG01632,262,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.2394724495641053,0.0
HG00107,HG00107,263,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.2225071698387568,0.0
HG00157,HG00157,264,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.3798771263885121,1.0
HG01513,HG01513,265,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.6730108435552562,0.0
HG00149,HG00149,266,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4477606486410012,0.0
NA12717,NA12717,267,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.418047817919967,1.0
NA12717,NA12717,268,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.0233670639392254,2.0
HG01694,HG01694,269,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.2381668406235402,0.0
HG01699,HG01699,270,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.1848202219330648,0.0
HG00337,HG00337,271,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.986811660353835,0.0
HG00271,HG00271,272,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3109457463580487,0.0
HG01781,HG01781,273,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.9951456147529616,0.0
NA20506,NA20506,274,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.8872341884532575,0.0
NA20527,NA20527,275,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.3156449693487752,1.0
NA20515,NA20515,276,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.0582044760841152,0.0
HG01630,HG01630,277,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.5223766620100334,0.0
NA11840,NA11840,278,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.8707005180808292,0.0
NA20815,NA20815,279,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.7883169700776036,0.0
NA12286,NA12286,280,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.3199759948525281,0.0
NA06986,NA06986,281,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3748194142841849,0.0
NA20515,NA20515,282,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.9025908778821748,0.0
NA06994,NA06994,283,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.798722236843629,0.0
HG00119,HG00119,284,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.5021363537360322,0.0
HG01781,HG01781,285,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.0424647035564844,0.0
HG01679,HG01679,286,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.0478582565590508,0.0
HG00183,HG00183,287,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.7920013478413988,0.0
HG02215,HG02215,288,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3877904793037134,0.0
HG00129,HG00129,289,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.788036032909477,1.0
HG00112,HG00112,290,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.5787448307470767,0.0
HG01781,HG01781,291,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.5150524226689234,1.0
HG00372,HG00372,292,0.0259017,0.0522414,-0.0879479,-0.0942237,-0.233828,-0.0432775,0.828344989487348,0.0
HG00105,HG00105,293,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.042669587068764,0.0
NA12154,NA12154,294,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.964302791604332,2.0
NA20512,NA20512,295,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.334003204104354,1.0
HG00243,HG00243,296,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.6089525205982399,0.0
HG00371,HG00371,297,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.3677018121194187,0.0
NA12154,NA12154,298,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.3628123295211866,1.0
HG01630,HG01630,299,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.4282571198806321,1.0
NA12058,NA12058,300,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.4680361817211448,0.0
HG00310,HG00310,301,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.8275037549886869,1.0
NA12775,NA12775,302,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.3095052033936386,0.0
HG01518,HG01518,303,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.4384047545138171,0.0
NA12282,NA12282,304,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.5212894875083727,0.0
HG00366,HG00366,305,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.1430021279721685,0.0
NA12775,NA12775,306,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.83832763882896,0.0
HG00128,HG00128,307,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.0915165017735775,1.0
HG01513,HG01513,308,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.314944767739122,0.0
HG00149,HG00149,309,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4066130818515721,0.0
HG00361,HG00361,310,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.2680306455687536,0.0
HG00285,HG00285,311,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5454824208613257,0.0
NA11995,NA11995,312,0.0145378,-0.193289,0.0523685,-0.156135,-0.0432029,0.113223,0.1230120711932962,0.0
HG02239,HG02239,313,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8051812464629408,0.0
NA12717,NA12717,314,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.5284427237024815,0.0
HG00372,HG00372,315,0.0259017,0.0522414,-0.0879479,-0.0942237,-0.233828,-0.0432775,0.243841945762898,0.0
NA20815,NA20815,316,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.997169098624606,1.0
NA12286,NA12286,317,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.5600563866970916,0.0
HG01746,HG01746,318,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.6406050489691258,0.0
HG01700,HG01700,319,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.0421435422686586,0.0
HG01672,HG01672,320,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.4282329550247036,0.0
HG00235,HG00235,321,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.3359493761800556,0.0
HG00285,HG00285,322,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3094341642431948,0.0
NA20515,NA20515,323,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.0855422943785523,0.0
HG01678,HG01678,324,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.1327301068204647,0.0
HG01516,HG01516,325,0.275368,-0.0250241,-0.0207564,-0.101836,-0.114255,0.123375,0.3914227014216704,0.0
HG00111,HG00111,326,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.1884547749140473,1.0
NA20515,NA20515,327,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.0844606990361412,0.0
HG01766,HG01766,328,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.8732667484725699,0.0
HG00379,HG00379,329,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.5233661911948649,0.0
HG01757,HG01757,330,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.5550248101500788,1.0
HG00111,HG00111,331,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.0579647329695119,1.0
HG00371,HG00371,332,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.8765141473917645,0.0
HG01746,HG01746,333,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.0898793551495498,1.0
NA20815,NA20815,334,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.6989938444112546,2.0
NA20752,NA20752,335,-0.0589119,0.000330428,-0.127867,0.126514,-0.0160082,0.0971169,0.8110887462536399,0.0
HG00310,HG00310,336,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.0194944730900611,0.0
HG01697,HG01697,337,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.6588422032200085,0.0
HG01697,HG01697,338,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.6681207982626437,2.0
HG01680,HG01680,339,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.5493123412997887,1.0
NA20515,NA20515,340,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.7435626105420235,0.0
HG00362,HG00362,341,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.9764056441142814,1.0
HG00105,HG00105,342,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.1667482148753652,0.0
NA06986,NA06986,343,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2579359928706146,1.0
HG00257,HG00257,344,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.9005734417238874,0.0
HG02215,HG02215,345,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3224878489173151,0.0
HG01516,HG01516,346,0.275368,-0.0250241,-0.0207564,-0.101836,-0.114255,0.123375,0.0725982867760809,0.0
NA20506,NA20506,347,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.5575680760890522,0.0
HG00372,HG00372,348,0.0259017,0.0522414,-0.0879479,-0.0942237,-0.233828,-0.0432775,0.243841945762898,0.0
NA20815,NA20815,349,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.5311614813774131,0.0
HG01680,HG01680,350,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.4074630134959781,0.0
NA12830,NA12830,351,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.7465874088036335,0.0
HG01697,HG01697,352,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.1092815330048823,0.0
HG00112,HG00112,353,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.8672498379463379,1.0
HG00118,HG00118,354,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.7677319186897639,0.0
NA11831,NA11831,355,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.1390303669510527,0.0
NA20507,NA20507,356,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.400958137611218,0.0
NA12830,NA12830,357,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.9526169755706768,0.0
HG00119,HG00119,358,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.5021363537360322,0.0
HG01672,HG01672,359,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.8353951060904273,0.0
HG01746,HG01746,360,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.3628123361323749,0.0
NA20515,NA20515,361,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.285905628108568,0.0
NA20512,NA20512,362,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.688656955467426,1.0
HG00362,HG00362,363,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.9520613541024112,0.0
NA20815,NA20815,364,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.6856510327884782,2.0
NA06986,NA06986,365,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3748194142841849,0.0
NA12006,NA12006,366,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.5547463499848369,2.0
HG01672,HG01672,367,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.5342963858237461,0.0
HG00361,HG00361,368,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.0474116531997487,2.0
NA11831,NA11831,369,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.5421980806523554,0.0
NA12154,NA12154,370,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.3055619695713393,1.0
NA12004,NA12004,371,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.7786784468719415,0.0
HG01697,HG01697,372,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.2983171452764972,0.0
NA12717,NA12717,373,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.1182250680851574,0.0
HG00278,HG00278,374,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3807750981330182,1.0
HG00334,HG00334,375,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.8319222976291873,0.0
HG01672,HG01672,376,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.442533960164729,0.0
NA20506,NA20506,377,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.4073679330168769,0.0
HG00173,HG00173,378,-0.0547659,-0.121379,-0.00686053,-0.104077,0.00537518,0.146382,0.4355767771340844,1.0
HG01679,HG01679,379,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.5234303669866068,0.0
NA20506,NA20506,380,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.9117549504594614,0.0
NA11920,NA11920,381,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.2253417376561374,0.0
HG00119,HG00119,382,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.1749357780119527,0.0
HG00112,HG00112,383,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.0364071943252574,0.0
NA20832,NA20832,384,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.5501160412465255,0.0
NA11831,NA11831,385,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.5773379140038472,0.0
HG00350,HG00350,386,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.0546213529431269,0.0
HG01518,HG01518,387,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.1603190003334127,1.0
NA12342,NA12342,388,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.2708774669111563,1.0
NA12058,NA12058,389,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.2444197606856649,1.0
HG00111,HG00111,390,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.4269077009600959,0.0
NA12717,NA12717,391,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.0117258914436331,0.0
NA06994,NA06994,392,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1520344076029599,1.0
NA06994,NA06994,393,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5798336377579975,0.0
HG00285,HG00285,394,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3635800303062639,0.0
HG00111,HG00111,395,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.8025521319593077,0.0
HG00118,HG00118,396,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.699890215808037,0.0
NA12878,NA12878,397,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.5287113881734262,0.0
NA12717,NA12717,398,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.2048877863950627,0.0
HG00105,HG00105,399,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.227804797609632,2.0
NA20512,NA20512,400,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.914702952320136,1.0
HG01757,HG01757,401,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.1711161111831798,0.0
NA20512,NA20512,402,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.0687890967647292,0.0
NA11933,NA11933,403,-0.0902288,0.110925,-0.0501546,0.0727031,0.0160781,0.110045,0.9495665797049494,0.0
NA20506,NA20506,404,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.979251932983225,0.0
HG01777,HG01777,405,-0.0244176,0.00694426,0.0988583,-0.11504,-0.000977297,-0.043182,0.8435752986229569,0.0
HG02215,HG02215,406,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.9890519276807088,1.0
HG00107,HG00107,407,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.0093262675617248,0.0
NA20832,NA20832,408,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.5603655261449423,0.0
NA20525,NA20525,409,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.8140269231827053,0.0
HG00243,HG00243,410,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.7241769634604283,0.0
NA11994,NA11994,411,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.0932902536430315,0.0
HG01678,HG01678,412,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.5399619987144973,0.0
NA12761,NA12761,413,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.5267407718561903,0.0
HG00235,HG00235,414,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.5364453279334725,0.0
HG01785,HG01785,415,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.1654199265853529,0.0
HG01700,HG01700,416,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.1288973423390823,0.0
NA20507,NA20507,417,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.6590367510485735,0.0
HG00361,HG00361,418,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.5724371976445823,0.0
NA20800,NA20800,419,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.6160768870364804,1.0
HG01679,HG01679,420,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.8198517189533167,0.0
HG00334,HG00334,421,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.2950427224330222,0.0
HG01697,HG01697,422,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.579341935094477,0.0
NA20512,NA20512,423,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.5802563448953381,1.0
HG01521,HG01521,424,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.2576274920808273,0.0
HG00183,HG00183,425,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.9976011835141092,0.0
HG00243,HG00243,426,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.1445554526021001,0.0
HG01694,HG01694,427,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.547559876031391,1.0
HG00350,HG00350,428,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.777331792322591,0.0
NA12286,NA12286,429,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.922960829400982,0.0
NA11840,NA11840,430,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.8724962904507385,0.0
NA20832,NA20832,431,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.1507023162329508,0.0
HG00112,HG00112,432,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.0265856753014657,2.0
HG00361,HG00361,433,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.1861233372661239,0.0
HG01757,HG01757,434,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.3424813386215214,0.0
